evidence_level,mode,network_size,repetition,flow_count,install_sum_us,install_mean_us,ping_success,python_cpu_s,python_max_rss_kib,trial_index,block_position
measured_emulation,daim_persistent,8,24,8,38931.729999999996,4866.4662499999995,1,40.977502,25216,369,1
measured_emulation,direct_ovs_cli,8,24,8,76717.606,9589.70075,1,41.000851999999995,25216,370,2
measured_emulation,direct_osken,8,24,8,16325.634,2040.70425,1,41.025567,25216,371,3
measured_emulation,daim_process_per_rule,8,24,8,102268.477,12783.559625,1,41.048386,25216,372,4
measured_emulation,direct_ovs_cli,16,24,16,152036.796,9502.29975,1,41.086483,25216,373,1
measured_emulation,direct_osken,16,24,16,34090.574,2130.660875,1,41.125341,25216,374,2
measured_emulation,daim_process_per_rule,16,24,16,198115.753,12382.2345625,1,41.171019,25216,375,3
measured_emulation,daim_persistent,16,24,16,93756.885,5859.8053125,1,41.216836,25216,376,4
measured_emulation,direct_ovs_cli,32,24,32,311104.863,9722.02696875,1,41.291967,25216,377,1
measured_emulation,daim_persistent,32,24,32,287517.206,8984.9126875,1,41.381776,25216,378,2
measured_emulation,daim_process_per_rule,32,24,32,412451.912,12889.12225,1,41.466661,25216,379,3
measured_emulation,direct_osken,32,24,32,172667.495,5395.85921875,1,41.540722,25216,380,4
measured_emulation,direct_osken,64,24,64,726840.01,11356.87515625,1,41.671543,25216,381,1
measured_emulation,daim_persistent,64,24,64,780157.909,12189.967328125,1,41.843351,25216,382,2
measured_emulation,daim_process_per_rule,64,24,64,980064.961,15313.515015625,1,42.011315,25216,383,3
measured_emulation,direct_ovs_cli,64,24,64,755111.89,11798.62328125,1,42.171667,25216,384,4
measured_emulation,daim_persistent,8,25,8,39283.528,4910.441,1,42.222698,25216,385,1
measured_emulation,direct_osken,8,25,8,15232.896,1904.112,1,42.246398,25216,386,2
measured_emulation,direct_ovs_cli,8,25,8,76461.481,9557.685125,1,42.268744,25216,387,3
measured_emulation,daim_process_per_rule,8,25,8,101019.614,12627.45175,1,42.291944,25216,388,4
measured_emulation,direct_ovs_cli,16,25,16,149710.161,9356.8850625,1,42.330463,25216,389,1
measured_emulation,daim_persistent,16,25,16,105959.87299999999,6622.4920624999995,1,42.376965,25216,390,2
measured_emulation,daim_process_per_rule,16,25,16,199068.918,12441.807375,1,42.418308,25216,391,3
measured_emulation,direct_osken,16,25,16,41356.334,2584.770875,1,42.458509,25216,392,4
measured_emulation,direct_ovs_cli,32,25,32,305937.559,9560.54871875,1,42.534888,25216,393,1
measured_emulation,daim_process_per_rule,32,25,32,407761.725,12742.55390625,1,42.616494,25216,394,2
measured_emulation,direct_osken,32,25,32,117403.901,3668.87190625,1,42.691642,25216,395,3
measured_emulation,daim_persistent,32,25,32,279944.29,8748.2590625,1,42.781697,25216,396,4
measured_emulation,direct_osken,64,25,64,670464.441,10476.006890625,1,42.916999000000004,25216,397,1
measured_emulation,daim_persistent,64,25,64,768184.951,12002.889859375,1,43.089357,25216,398,2
measured_emulation,daim_process_per_rule,64,25,64,982202.789,15346.918578125,1,43.264337,25216,399,3
measured_emulation,direct_ovs_cli,64,25,64,762817.593,11919.024890625,1,43.421313,25216,400,4
measured_emulation,direct_osken,8,26,8,12166.39,1520.79875,1,43.470195000000004,25216,401,1
measured_emulation,daim_process_per_rule,8,26,8,103878.492,12984.8115,1,43.494308000000004,25216,402,2
measured_emulation,direct_ovs_cli,8,26,8,75661.871,9457.733875,1,43.515733,25216,403,3
measured_emulation,daim_persistent,8,26,8,41301.184,5162.648,1,43.542327,25216,404,4
measured_emulation,daim_process_per_rule,16,26,16,198907.826,12431.739125,1,43.581697,25216,405,1
measured_emulation,direct_ovs_cli,16,26,16,149755.465,9359.7165625,1,43.624038999999996,25216,406,2
measured_emulation,daim_persistent,16,26,16,110770.554,6923.159625,1,43.669652,25216,407,3
measured_emulation,direct_osken,16,26,16,54724.54,3420.28375,1,43.712173,25216,408,4
measured_emulation,daim_process_per_rule,32,26,32,413908.611,12934.64409375,1,43.787413,25216,409,1
measured_emulation,direct_ovs_cli,32,26,32,308116.527,9628.64146875,1,43.866325,25216,410,2
measured_emulation,direct_osken,32,26,32,155742.218,4866.9443125,1,43.940103,25216,411,3
measured_emulation,daim_persistent,32,26,32,260558.634,8142.4573125,1,44.028853,25216,412,4
measured_emulation,daim_process_per_rule,64,26,64,986306.168,15411.033875,1,44.179288,25216,413,1
measured_emulation,direct_ovs_cli,64,26,64,774513.848,12101.778875,1,44.335373000000004,25216,414,2
measured_emulation,direct_osken,64,26,64,726640.107,11353.751671875,1,44.480722,25216,415,3
measured_emulation,daim_persistent,64,26,64,786862.282,12294.72315625,1,44.654486000000006,25216,416,4
measured_emulation,daim_persistent,8,27,8,44574.325,5571.790625,1,44.702422,25216,417,1
measured_emulation,daim_process_per_rule,8,27,8,102907.631,12863.453875,1,44.726068,25216,418,2
measured_emulation,direct_osken,8,27,8,15303.918,1912.98975,1,44.747228,25216,419,3
measured_emulation,direct_ovs_cli,8,27,8,78391.527,9798.940875,1,44.770357000000004,25216,420,4
measured_emulation,direct_osken,16,27,16,46041.921,2877.6200625,1,44.807244999999995,25216,421,1
measured_emulation,daim_process_per_rule,16,27,16,202780.752,12673.797,1,44.852385,25216,422,2
measured_emulation,daim_persistent,16,27,16,96733.468,6045.84175,1,44.898594,25216,423,3
measured_emulation,direct_ovs_cli,16,27,16,152074.775,9504.6734375,1,44.941119,25216,424,4
measured_emulation,daim_persistent,32,27,32,251478.802,7858.7125625,1,45.024198,25216,425,1
measured_emulation,direct_osken,32,27,32,173809.918,5431.5599375,1,45.103661,25216,426,2
measured_emulation,daim_process_per_rule,32,27,32,409451.072,12795.346,1,45.184753,25216,427,3
measured_emulation,direct_ovs_cli,32,27,32,312626.065,9769.56453125,1,45.26526,25216,428,4
measured_emulation,daim_persistent,64,27,64,824485.411,12882.584546875,1,45.428019,25216,429,1
measured_emulation,direct_ovs_cli,64,27,64,770264.844,12035.3881875,1,45.594635,25216,430,2
measured_emulation,direct_osken,64,27,64,707619.475,11056.554296875,1,45.745013,25216,431,3
measured_emulation,daim_process_per_rule,64,27,64,990327.284,15473.8638125,1,45.907997,25216,432,4
measured_emulation,direct_osken,8,28,8,6747.615,843.451875,1,45.956522,25216,433,1
measured_emulation,daim_persistent,8,28,8,42144.488,5268.061,1,45.980337,25216,434,2
measured_emulation,direct_ovs_cli,8,28,8,76830.31,9603.78875,1,46.00232,25216,435,3
measured_emulation,daim_process_per_rule,8,28,8,100921.89199999999,12615.236499999999,1,46.026085,25216,436,4
measured_emulation,direct_osken,16,28,16,37577.812,2348.61325,1,46.062539,25216,437,1
measured_emulation,daim_persistent,16,28,16,115222.041,7201.3775625,1,46.109266,25216,438,2
measured_emulation,daim_process_per_rule,16,28,16,202786.579,12674.1611875,1,46.153228999999996,25216,439,3
measured_emulation,direct_ovs_cli,16,28,16,149954.024,9372.1265,1,46.196155,25216,440,4
measured_emulation,daim_process_per_rule,32,28,32,416099.838,13003.1199375,1,46.273105,25216,441,1
measured_emulation,daim_persistent,32,28,32,293674.842,9177.3388125,1,46.360016,25216,442,2
measured_emulation,direct_ovs_cli,32,28,32,308398.121,9637.44128125,1,46.439002,25216,443,3
measured_emulation,direct_osken,32,28,32,170414.018,5325.4380625,1,46.51898,25216,444,4
measured_emulation,daim_persistent,64,28,64,832574.721,13008.980015625,1,46.68763,25216,445,1
measured_emulation,direct_osken,64,28,64,716677.593,11198.087390625,1,46.835494,25216,446,2
measured_emulation,direct_ovs_cli,64,28,64,766886.873,11982.607390625,1,46.997687,25216,447,3
measured_emulation,daim_process_per_rule,64,28,64,974913.76,15233.0275,1,47.166836,25216,448,4
measured_emulation,direct_osken,8,29,8,10806.139,1350.767375,1,47.219865,25216,449,1
measured_emulation,daim_process_per_rule,8,29,8,103335.781,12916.972625,1,47.242512000000005,25216,450,2
measured_emulation,daim_persistent,8,29,8,38855.663,4856.957875,1,47.266498999999996,25216,451,3
measured_emulation,direct_ovs_cli,8,29,8,76497.682,9562.21025,1,47.28935800000001,25216,452,4
measured_emulation,daim_process_per_rule,16,29,16,209235.785,13077.2365625,1,47.329631000000006,25216,453,1
measured_emulation,direct_osken,16,29,16,37534.602,2345.912625,1,47.371787,25216,454,2
measured_emulation,direct_ovs_cli,16,29,16,149153.922,9322.120125,1,47.412890000000004,25216,455,3
measured_emulation,daim_persistent,16,29,16,96728.843,6045.5526875,1,47.460159000000004,25216,456,4
measured_emulation,direct_ovs_cli,32,29,32,311409.271,9731.53971875,1,47.537949000000005,25216,457,1
measured_emulation,direct_osken,32,29,32,167635.343,5238.60446875,1,47.616424,25216,458,2
measured_emulation,daim_process_per_rule,32,29,32,418196.859,13068.65184375,1,47.699563,25216,459,3
measured_emulation,daim_persistent,32,29,32,277378.971,8668.09284375,1,47.787090000000006,25216,460,4
measured_emulation,daim_persistent,64,29,64,837413.13,13084.58015625,1,47.952034,25216,461,1
measured_emulation,daim_process_per_rule,64,29,64,957097.957,14954.655578125,1,48.12046,25216,462,2
measured_emulation,direct_osken,64,29,64,748561.698,11696.27653125,1,48.267912,25216,463,3
measured_emulation,direct_ovs_cli,64,29,64,758904.156,11857.8774375,1,48.426294,25472,464,4
measured_emulation,direct_osken,8,30,8,12884.278,1610.53475,1,48.472061999999994,25472,465,1
measured_emulation,direct_ovs_cli,8,30,8,79645.085,9955.635625,1,48.498218,25472,466,2
measured_emulation,daim_persistent,8,30,8,37758.414,4719.80175,1,48.522672,25472,467,3
measured_emulation,daim_process_per_rule,8,30,8,106772.114,13346.51425,1,48.545939,25472,468,4
measured_emulation,daim_process_per_rule,16,30,16,199517.382,12469.836375,1,48.587807000000005,25600,469,1
measured_emulation,daim_persistent,16,30,16,108724.752,6795.297,1,48.635912000000005,25600,470,2
measured_emulation,direct_ovs_cli,16,30,16,152528.394,9533.024625,1,48.678287000000005,25600,471,3
measured_emulation,direct_osken,16,30,16,63422.0,3963.875,1,48.728228,25600,472,4
measured_emulation,direct_osken,32,30,32,162888.883,5090.27759375,1,48.796918999999995,25600,473,1
measured_emulation,direct_ovs_cli,32,30,32,311670.962,9739.7175625,1,48.877678,25600,474,2
measured_emulation,daim_process_per_rule,32,30,32,414510.325,12953.44765625,1,48.959298,25600,475,3
measured_emulation,daim_persistent,32,30,32,264525.638,8266.4261875,1,49.048913999999996,25600,476,4
measured_emulation,daim_process_per_rule,64,30,64,967803.027,15121.922296875,1,49.200138,25600,477,1
measured_emulation,daim_persistent,64,30,64,782484.625,12226.322265625,1,49.37703,25600,478,2
measured_emulation,direct_osken,64,30,64,665937.278,10405.26996875,1,49.525108,25600,479,3
measured_emulation,direct_ovs_cli,64,30,64,780041.852,12188.1539375,1,49.686651,25600,480,4
