evidence_level,switch_count,method,repetition,measured,switch,direction,latency_us,returncode,stderr
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s4,reverse,9619.136,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s5,forward,9832.095,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s5,reverse,9843.91,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s6,forward,9876.05,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s6,reverse,9506.399,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s7,forward,10070.293,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s7,reverse,10155.27,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s8,forward,9722.042,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s8,reverse,10630.801,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s9,forward,10065.502,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s9,reverse,10052.076,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s10,forward,10469.564,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s10,reverse,9459.18,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s11,forward,11160.16,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s11,reverse,10239.917,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s12,forward,9485.784,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s12,reverse,10489.269,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s13,forward,9717.91,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s13,reverse,9715.846,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s14,forward,10363.849,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s14,reverse,9662.471,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s15,forward,9428.28,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s15,reverse,9537.34,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s16,forward,9953.879,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s16,reverse,10070.665,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s17,forward,10071.326,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s17,reverse,10925.637,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s18,forward,9924.92,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s18,reverse,9234.862,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s19,forward,10771.382,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s19,reverse,9760.048,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s20,forward,9658.175,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s20,reverse,11325.445,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s21,forward,9051.936,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s21,reverse,10375.747,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s22,forward,9934.173,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s22,reverse,10158.699,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s23,forward,9996.264,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s23,reverse,9394.198,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s24,forward,10356.661,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s24,reverse,10042.904,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s25,forward,10085.372,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s25,reverse,10100.326,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s26,forward,9774.63,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s26,reverse,9586.831,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s27,forward,11425.294,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s27,reverse,9335.33,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s28,forward,9740.921,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s28,reverse,9811.438,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s29,forward,10257.06,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s29,reverse,9884.187,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s30,forward,10095.452,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s30,reverse,11008.383,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s31,forward,9213.462,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s31,reverse,10437.341,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s32,forward,10041.252,0,
measured_emulation_calibration,32,direct_ovs_ofctl,0,0,s32,reverse,9928.928,0,
measured_emulation_calibration,32,daim_adapter,0,0,s1,forward,14028.26,0,
measured_emulation_calibration,32,daim_adapter,0,0,s1,reverse,12992.927,0,
measured_emulation_calibration,32,daim_adapter,0,0,s2,forward,13188.207,0,
measured_emulation_calibration,32,daim_adapter,0,0,s2,reverse,14596.028,0,
measured_emulation_calibration,32,daim_adapter,0,0,s3,forward,13522.358,0,
measured_emulation_calibration,32,daim_adapter,0,0,s3,reverse,13543.409,0,
measured_emulation_calibration,32,daim_adapter,0,0,s4,forward,13259.132,0,
measured_emulation_calibration,32,daim_adapter,0,0,s4,reverse,12683.505,0,
measured_emulation_calibration,32,daim_adapter,0,0,s5,forward,14045.009,0,
measured_emulation_calibration,32,daim_adapter,0,0,s5,reverse,12535.701,0,
measured_emulation_calibration,32,daim_adapter,0,0,s6,forward,13227.826,0,
measured_emulation_calibration,32,daim_adapter,0,0,s6,reverse,13281.877,0,
measured_emulation_calibration,32,daim_adapter,0,0,s7,forward,13410.534,0,
measured_emulation_calibration,32,daim_adapter,0,0,s7,reverse,15674.165,0,
measured_emulation_calibration,32,daim_adapter,0,0,s8,forward,13410.906,0,
measured_emulation_calibration,32,daim_adapter,0,0,s8,reverse,12181.285,0,
measured_emulation_calibration,32,daim_adapter,0,0,s9,forward,12700.295,0,
measured_emulation_calibration,32,daim_adapter,0,0,s9,reverse,15334.058,0,
measured_emulation_calibration,32,daim_adapter,0,0,s10,forward,12514.981,0,
measured_emulation_calibration,32,daim_adapter,0,0,s10,reverse,12986.434,0,
measured_emulation_calibration,32,daim_adapter,0,0,s11,forward,12670.437,0,
measured_emulation_calibration,32,daim_adapter,0,0,s11,reverse,13135.19,0,
measured_emulation_calibration,32,daim_adapter,0,0,s12,forward,13899.272,0,
measured_emulation_calibration,32,daim_adapter,0,0,s12,reverse,13145.239,0,
measured_emulation_calibration,32,daim_adapter,0,0,s13,forward,13190.068,0,
measured_emulation_calibration,32,daim_adapter,0,0,s13,reverse,12633.63,0,
measured_emulation_calibration,32,daim_adapter,0,0,s14,forward,12751.08,0,
measured_emulation_calibration,32,daim_adapter,0,0,s14,reverse,14128.464,0,
measured_emulation_calibration,32,daim_adapter,0,0,s15,forward,12582.35,0,
measured_emulation_calibration,32,daim_adapter,0,0,s15,reverse,12489.217,0,
measured_emulation_calibration,32,daim_adapter,0,0,s16,forward,13049.914,0,
measured_emulation_calibration,32,daim_adapter,0,0,s16,reverse,13364.794,0,
measured_emulation_calibration,32,daim_adapter,0,0,s17,forward,12920.596,0,
measured_emulation_calibration,32,daim_adapter,0,0,s17,reverse,13418.557,0,
measured_emulation_calibration,32,daim_adapter,0,0,s18,forward,12752.362,0,
measured_emulation_calibration,32,daim_adapter,0,0,s18,reverse,12577.718,0,
measured_emulation_calibration,32,daim_adapter,0,0,s19,forward,12861.541,0,
measured_emulation_calibration,32,daim_adapter,0,0,s19,reverse,13019.601,0,
measured_emulation_calibration,32,daim_adapter,0,0,s20,forward,13217.776,0,
measured_emulation_calibration,32,daim_adapter,0,0,s20,reverse,13285.185,0,
measured_emulation_calibration,32,daim_adapter,0,0,s21,forward,13279.562,0,
measured_emulation_calibration,32,daim_adapter,0,0,s21,reverse,13710.36,0,
measured_emulation_calibration,32,daim_adapter,0,0,s22,forward,12711.627,0,
measured_emulation_calibration,32,daim_adapter,0,0,s22,reverse,12338.725,0,
measured_emulation_calibration,32,daim_adapter,0,0,s23,forward,12273.053,0,
measured_emulation_calibration,32,daim_adapter,0,0,s23,reverse,12827.836,0,
measured_emulation_calibration,32,daim_adapter,0,0,s24,forward,13293.787,0,
measured_emulation_calibration,32,daim_adapter,0,0,s24,reverse,13162.153,0,
measured_emulation_calibration,32,daim_adapter,0,0,s25,forward,12293.854,0,
measured_emulation_calibration,32,daim_adapter,0,0,s25,reverse,12704.389,0,
measured_emulation_calibration,32,daim_adapter,0,0,s26,forward,13663.919,0,
measured_emulation_calibration,32,daim_adapter,0,0,s26,reverse,13547.173,0,
measured_emulation_calibration,32,daim_adapter,0,0,s27,forward,12009.495,0,
measured_emulation_calibration,32,daim_adapter,0,0,s27,reverse,13640.925,0,
measured_emulation_calibration,32,daim_adapter,0,0,s28,forward,12967.907,0,
measured_emulation_calibration,32,daim_adapter,0,0,s28,reverse,13023.281,0,
measured_emulation_calibration,32,daim_adapter,0,0,s29,forward,13080.063,0,
measured_emulation_calibration,32,daim_adapter,0,0,s29,reverse,12818.531,0,
measured_emulation_calibration,32,daim_adapter,0,0,s30,forward,13333.53,0,
measured_emulation_calibration,32,daim_adapter,0,0,s30,reverse,13584.971,0,
measured_emulation_calibration,32,daim_adapter,0,0,s31,forward,13007.236,0,
measured_emulation_calibration,32,daim_adapter,0,0,s31,reverse,13644.606,0,
measured_emulation_calibration,32,daim_adapter,0,0,s32,forward,13800.598,0,
measured_emulation_calibration,32,daim_adapter,0,0,s32,reverse,12480.947,0,
measured_emulation_calibration,32,daim_adapter,1,1,s1,forward,14666.884,0,
measured_emulation_calibration,32,daim_adapter,1,1,s1,reverse,12677.803,0,
measured_emulation_calibration,32,daim_adapter,1,1,s2,forward,14150.283,0,
measured_emulation_calibration,32,daim_adapter,1,1,s2,reverse,13885.441,0,
measured_emulation_calibration,32,daim_adapter,1,1,s3,forward,12721.143,0,
measured_emulation_calibration,32,daim_adapter,1,1,s3,reverse,12383.034,0,
measured_emulation_calibration,32,daim_adapter,1,1,s4,forward,12149.86,0,
measured_emulation_calibration,32,daim_adapter,1,1,s4,reverse,13074.609,0,
measured_emulation_calibration,32,daim_adapter,1,1,s5,forward,12994.635,0,
measured_emulation_calibration,32,daim_adapter,1,1,s5,reverse,12496.289,0,
measured_emulation_calibration,32,daim_adapter,1,1,s6,forward,12262.866,0,
measured_emulation_calibration,32,daim_adapter,1,1,s6,reverse,12895.371,0,
measured_emulation_calibration,32,daim_adapter,1,1,s7,forward,12907.21,0,
measured_emulation_calibration,32,daim_adapter,1,1,s7,reverse,13125.524,0,
measured_emulation_calibration,32,daim_adapter,1,1,s8,forward,12721.763,0,
measured_emulation_calibration,32,daim_adapter,1,1,s8,reverse,12486.934,0,
measured_emulation_calibration,32,daim_adapter,1,1,s9,forward,12762.745,0,
measured_emulation_calibration,32,daim_adapter,1,1,s9,reverse,13303.313,0,
measured_emulation_calibration,32,daim_adapter,1,1,s10,forward,13395.291,0,
measured_emulation_calibration,32,daim_adapter,1,1,s10,reverse,12804.676,0,
measured_emulation_calibration,32,daim_adapter,1,1,s11,forward,13781.293,0,
measured_emulation_calibration,32,daim_adapter,1,1,s11,reverse,13655.537,0,
measured_emulation_calibration,32,daim_adapter,1,1,s12,forward,12865.981,0,
measured_emulation_calibration,32,daim_adapter,1,1,s12,reverse,13229.921,0,
measured_emulation_calibration,32,daim_adapter,1,1,s13,forward,12338.245,0,
measured_emulation_calibration,32,daim_adapter,1,1,s13,reverse,12439.288,0,
measured_emulation_calibration,32,daim_adapter,1,1,s14,forward,12479.028,0,
measured_emulation_calibration,32,daim_adapter,1,1,s14,reverse,12685.502,0,
measured_emulation_calibration,32,daim_adapter,1,1,s15,forward,12697.092,0,
measured_emulation_calibration,32,daim_adapter,1,1,s15,reverse,13209.389,0,
measured_emulation_calibration,32,daim_adapter,1,1,s16,forward,13397.278,0,
measured_emulation_calibration,32,daim_adapter,1,1,s16,reverse,14554.664,0,
measured_emulation_calibration,32,daim_adapter,1,1,s17,forward,13409.323,0,
measured_emulation_calibration,32,daim_adapter,1,1,s17,reverse,12508.542,0,
measured_emulation_calibration,32,daim_adapter,1,1,s18,forward,13379.396,0,
measured_emulation_calibration,32,daim_adapter,1,1,s18,reverse,14406.886,0,
measured_emulation_calibration,32,daim_adapter,1,1,s19,forward,14109.219,0,
measured_emulation_calibration,32,daim_adapter,1,1,s19,reverse,12729.422,0,
measured_emulation_calibration,32,daim_adapter,1,1,s20,forward,12983.748,0,
measured_emulation_calibration,32,daim_adapter,1,1,s20,reverse,13832.415,0,
measured_emulation_calibration,32,daim_adapter,1,1,s21,forward,13772.393,0,
measured_emulation_calibration,32,daim_adapter,1,1,s21,reverse,17797.455,0,
measured_emulation_calibration,32,daim_adapter,1,1,s22,forward,13825.626,0,
measured_emulation_calibration,32,daim_adapter,1,1,s22,reverse,12933.826,0,
measured_emulation_calibration,32,daim_adapter,1,1,s23,forward,14769.294,0,
measured_emulation_calibration,32,daim_adapter,1,1,s23,reverse,13269.908,0,
measured_emulation_calibration,32,daim_adapter,1,1,s24,forward,13121.467,0,
measured_emulation_calibration,32,daim_adapter,1,1,s24,reverse,14568.903,0,
measured_emulation_calibration,32,daim_adapter,1,1,s25,forward,14564.723,0,
measured_emulation_calibration,32,daim_adapter,1,1,s25,reverse,14391.57,0,
measured_emulation_calibration,32,daim_adapter,1,1,s26,forward,13418.555,0,
measured_emulation_calibration,32,daim_adapter,1,1,s26,reverse,12710.96,0,
measured_emulation_calibration,32,daim_adapter,1,1,s27,forward,14384.119,0,
measured_emulation_calibration,32,daim_adapter,1,1,s27,reverse,12461.021,0,
measured_emulation_calibration,32,daim_adapter,1,1,s28,forward,13166.297,0,
measured_emulation_calibration,32,daim_adapter,1,1,s28,reverse,12850.335,0,
measured_emulation_calibration,32,daim_adapter,1,1,s29,forward,13244.367,0,
measured_emulation_calibration,32,daim_adapter,1,1,s29,reverse,12879.255,0,
measured_emulation_calibration,32,daim_adapter,1,1,s30,forward,12687.483,0,
measured_emulation_calibration,32,daim_adapter,1,1,s30,reverse,12686.282,0,
measured_emulation_calibration,32,daim_adapter,1,1,s31,forward,13008.801,0,
measured_emulation_calibration,32,daim_adapter,1,1,s31,reverse,12635.946,0,
measured_emulation_calibration,32,daim_adapter,1,1,s32,forward,12337.951,0,
measured_emulation_calibration,32,daim_adapter,1,1,s32,reverse,12894.501,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s1,forward,10032.794,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s1,reverse,10616.23,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s2,forward,9975.913,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s2,reverse,9857.717,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s3,forward,10067.593,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s3,reverse,10366.292,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s4,forward,10280.121,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s4,reverse,10665.86,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s5,forward,9891.938,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s5,reverse,9952.755,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s6,forward,9785.756,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s6,reverse,10115.858,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s7,forward,9966.135,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s7,reverse,9340.484,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s8,forward,9672.864,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s8,reverse,9397.862,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s9,forward,9786.585,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s9,reverse,9785.466,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s10,forward,9329.92,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s10,reverse,9749.796,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s11,forward,9463.071,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s11,reverse,9965.597,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s12,forward,9489.709,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s12,reverse,10051.271,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s13,forward,9834.476,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s13,reverse,10065.398,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s14,forward,9610.224,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s14,reverse,9472.019,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s15,forward,9594.771,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s15,reverse,9927.856,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s16,forward,9503.422,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s16,reverse,10152.232,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s17,forward,9784.472,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s17,reverse,10149.539,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s18,forward,9577.952,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s18,reverse,9791.888,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s19,forward,10028.32,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s19,reverse,10007.44,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s20,forward,9877.313,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s20,reverse,9855.025,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s21,forward,9787.786,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s21,reverse,9914.888,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s22,forward,10573.269,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s22,reverse,9570.743,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s23,forward,9934.981,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s23,reverse,9670.71,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s24,forward,10473.467,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s24,reverse,10035.404,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s25,forward,9761.811,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s25,reverse,10216.404,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s26,forward,9599.495,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s26,reverse,10245.859,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s27,forward,10030.723,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s27,reverse,9659.897,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s28,forward,9545.141,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s28,reverse,9465.639,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s29,forward,9684.216,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s29,reverse,9880.07,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s30,forward,9539.69,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s30,reverse,10522.953,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s31,forward,9048.245,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s31,reverse,9938.932,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s32,forward,10402.931,0,
measured_emulation_calibration,32,direct_ovs_ofctl,1,1,s32,reverse,9723.93,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s1,forward,9946.395,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s1,reverse,10294.601,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s2,forward,10343.108,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s2,reverse,10031.176,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s3,forward,10039.427,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s3,reverse,10305.298,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s4,forward,9972.555,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s4,reverse,9597.939,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s5,forward,9634.712,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s5,reverse,10046.765,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s6,forward,10308.697,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s6,reverse,10297.711,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s7,forward,10005.099,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s7,reverse,9217.229,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s8,forward,9978.235,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s8,reverse,9245.669,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s9,forward,9933.087,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s9,reverse,9761.615,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s10,forward,9126.932,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s10,reverse,9805.81,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s11,forward,10176.612,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s11,reverse,9658.674,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s12,forward,10060.197,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s12,reverse,9107.613,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s13,forward,9352.216,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s13,reverse,9515.478,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s14,forward,9905.641,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s14,reverse,9205.496,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s15,forward,9985.241,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s15,reverse,9768.953,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s16,forward,11432.089,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s16,reverse,10289.544,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s17,forward,10089.839,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s17,reverse,9727.91,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s18,forward,10048.464,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s18,reverse,9231.324,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s19,forward,10326.524,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s19,reverse,10723.652,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s20,forward,10616.566,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s20,reverse,9786.905,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s21,forward,9772.975,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s21,reverse,10103.065,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s22,forward,9495.62,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s22,reverse,9798.058,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s23,forward,10206.793,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s23,reverse,9946.601,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s24,forward,11225.918,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s24,reverse,10464.207,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s25,forward,9787.859,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s25,reverse,9786.532,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s26,forward,9702.787,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s26,reverse,9339.613,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s27,forward,10197.88,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s27,reverse,9613.983,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s28,forward,9734.792,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s28,reverse,9594.456,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s29,forward,9882.3,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s29,reverse,10559.685,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s30,forward,9692.007,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s30,reverse,10300.447,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s31,forward,9546.241,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s31,reverse,9254.298,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s32,forward,10431.292,0,
measured_emulation_calibration,32,direct_ovs_ofctl,2,1,s32,reverse,10681.691,0,
measured_emulation_calibration,32,daim_adapter,2,1,s1,forward,14416.392,0,
measured_emulation_calibration,32,daim_adapter,2,1,s1,reverse,12326.997,0,
measured_emulation_calibration,32,daim_adapter,2,1,s2,forward,13149.796,0,
measured_emulation_calibration,32,daim_adapter,2,1,s2,reverse,12772.039,0,
measured_emulation_calibration,32,daim_adapter,2,1,s3,forward,13007.131,0,
measured_emulation_calibration,32,daim_adapter,2,1,s3,reverse,12411.002,0,
measured_emulation_calibration,32,daim_adapter,2,1,s4,forward,12843.517,0,
measured_emulation_calibration,32,daim_adapter,2,1,s4,reverse,12851.234,0,
measured_emulation_calibration,32,daim_adapter,2,1,s5,forward,12950.008,0,
measured_emulation_calibration,32,daim_adapter,2,1,s5,reverse,13195.428,0,
measured_emulation_calibration,32,daim_adapter,2,1,s6,forward,11970.606,0,
measured_emulation_calibration,32,daim_adapter,2,1,s6,reverse,13131.832,0,
measured_emulation_calibration,32,daim_adapter,2,1,s7,forward,13550.409,0,
measured_emulation_calibration,32,daim_adapter,2,1,s7,reverse,12698.862,0,
measured_emulation_calibration,32,daim_adapter,2,1,s8,forward,13198.125,0,
measured_emulation_calibration,32,daim_adapter,2,1,s8,reverse,13092.962,0,
measured_emulation_calibration,32,daim_adapter,2,1,s9,forward,12897.405,0,
measured_emulation_calibration,32,daim_adapter,2,1,s9,reverse,13311.5,0,
measured_emulation_calibration,32,daim_adapter,2,1,s10,forward,12725.039,0,
measured_emulation_calibration,32,daim_adapter,2,1,s10,reverse,13251.141,0,
measured_emulation_calibration,32,daim_adapter,2,1,s11,forward,12624.895,0,
measured_emulation_calibration,32,daim_adapter,2,1,s11,reverse,12667.997,0,
measured_emulation_calibration,32,daim_adapter,2,1,s12,forward,12870.69,0,
measured_emulation_calibration,32,daim_adapter,2,1,s12,reverse,13009.246,0,
measured_emulation_calibration,32,daim_adapter,2,1,s13,forward,12045.858,0,
